"Domain Code","Domain","Item Code","Item","Description","HS Code","HS07 Code","HS12 Code","CPC Code"
"TM","Trade: Detailed trade matrix","367","Asparagus","Asparagus officinalis.","","070920","070920","01211"
"TM","Trade: Detailed trade matrix","1107","Asses","Equus asinus. See 866.","","010110, 010190","010130","02132"
"TM","Trade: Detailed trade matrix","572","Avocados","Persea americana.","","080440","080440","01311"
"TM","Trade: Detailed trade matrix","1039","Bacon and ham","Meat of pigs, whether salted, in brine, dried or smoked.","","021011, 021012, 021019","021011, 021012, 021019","21181"
"TM","Trade: Detailed trade matrix","203","Bambara beans","Bambara groundnut, earth pea (Voandzeia subterranea). These beand are grown underground in a similar way to groundnuts.","","071339","071334","01708"
"TM","Trade: Detailed trade matrix","486","Bananas","Musa sapientum; M. cavendishii; M. nana. Bananas are normally eaten raw. Trade figures may include dried bananas. Data should be reported excluding the weight of the central stalk.","","080300","080390","01312"
"TM","Trade: Detailed trade matrix","44","Barley","Hordeum spp.: two-row barley (H. disticum) six-row barley (H. hexasticum) four-row barley (H. vulgare). Tolerates poorer soils and lower temperatures better than does wheat. Varieties include with husk and without (naked). Used as a livestock feed, for malt and for preparing foods. The roasted grains are a coffee substitute.","","100300","100310, 100390","0115"
"TM","Trade: Detailed trade matrix","46","Barley, pearled","Small, round pellets obtained by the further milling of pot barley. This definition also includes kibbled, rolled or flaked grains.","","110419, 110429","110419, 110429","23140.05"
"TM","Trade: Detailed trade matrix","176","Beans, dry","Phaseolus spp.: kidney, haricot bean (Ph. vulgaris); lima, butter bean (Ph. lunatus); adzuki bean (Ph. angularis); mungo bean, golden, green gram (Ph. aureus); black gram, urd (Ph. mungo); scarlet runner bean (Ph. coccineus); rice bean (Ph. calcaratus); moth bean (Ph. aconitifolius); tepary bean (Ph. acutifolius). Only species of Phaseolus should be included, though several countries also include certain types of beans. Commonly classified as Vigna (angularis, mungo, radiata, aconitifolia). In the past, these species were also classified as Phaseolus.","","071331, 071332, 071333, 071339","071331, 071332, 071333, 071339","01701"
"TM","Trade: Detailed trade matrix","414","Beans, green","Phaseolus and Vigna spp.. For shelling.","","070820","070820","01241.90"
"TM","Trade: Detailed trade matrix","1181","Beehives","Apis mellifica; A. dorsata; A. florea; A. indica. A beehive is an artificial habitation for bees.","","010690","010641","02196"
"TM","Trade: Detailed trade matrix","51","Beer of barley","Beverage that may be alcoholic or non-alcoholic that is made from fermented malted cereals (mainly barley), water and hops. Non-malted cereals may also be used. The FAO definition differs from the main international classifications in that it includes non-alcoholic beer.","","220300","220300","24310.01"
"TM","Trade: Detailed trade matrix","86","Beer of sorghum","A traditional beer prepared in African countries in which sorghum is cultivated. It is normally consumed while still fermenting.","","220300","220300","24310.04"
"TM","Trade: Detailed trade matrix","1183","Beeswax","The substance bees use to build the hexagonal cells of the combs of beehives. Includes other insect waxes as well, i.e. lac and Chinese wax.","","152190","152190","02960.01"
"TM","Trade: Detailed trade matrix","169","Beet pulp","Residue from the extraction of sugar from the root of sugar beets. Used for animal feed.","","230320","230320","39140.01"
"TM","Trade: Detailed trade matrix","634","Beverages, distilled alcoholic","Includes undenatured ethyl alcohol (strength by volume < 80%); spirits, liqueurs and other spirituous beverages and preparations.","","220820, 220830, 220840, 220850, 220860, 220870, 220890","220820, 220830, 220840, 220850, 220860, 220870, 220890","2413"
"TM","Trade: Detailed trade matrix","39","Beverages, fermented rice","Low-alcohol beverages, such as rice wine and sake.","","220600","220600","24230.02"
"TM","Trade: Detailed trade matrix","633","Beverages, non alcoholic","Includes sweetened or flavoured mineral waters and other non-alcoholic beverages, such as lemonade, orangeade, cola, etc. Excludes fruit and vegetable juices.","","220210, 220290","220210, 220290","24490"
"TM","Trade: Detailed trade matrix","552","Blueberries","European blueberry, wild bilberry, whortleberry (Vaccinium myrtillus); American blueberry (V. corymbosum). Trade data may include cranberries, myrtle berries and other fruits of the genus Vaccinium.","","081040","081040","01355.01"
"TM","Trade: Detailed trade matrix","91","Bran, buckwheat","A milling by-product.","","230240","230240","39120.09"
"TM","Trade: Detailed trade matrix","96","Bran, fonio","A milling by-product.","","230240","230240","39120.10"
"TM","Trade: Detailed trade matrix","59","Bran, maize","A by-product of the milling of shelled maize.","","230210","230210","39120.04"
"TM","Trade: Detailed trade matrix","81","Bran, millet","A milling by-product.","","230240","230240","39120.07"
"TM","Trade: Detailed trade matrix","85","Bran, sorghum","A milling by-product.","","230240","230240","39120.08"
"TM","Trade: Detailed trade matrix","17","Bran, wheat","Defined broadly to include sharps and other residue from the milling, sifting or other working of the grain. Contains a little flour.","","230230","230230","39120.01"
"TM","Trade: Detailed trade matrix","229","Brazil nuts, shelled","Around 55% of the weight in shell.","","080122","080122","21429.01"
"TM","Trade: Detailed trade matrix","20","Bread","A baked product of flour or meal of cereals, especially wheat. Includes ordinary, unleavened, crackers, rusks, etc.","","190510, 190540, 190590","190510, 190540, 190590","F0020"
"TM","Trade: Detailed trade matrix","181","Broad beans, horse beans, dry","Vicia faba: horse-bean (var. equina); broad bean (var. major); field bean (var. minor).","","071350","071350","01702"
"TM","Trade: Detailed trade matrix","89","Buckwheat","Fagopyrum esculentum (Polygonaceae). A minor cereal cultivated primarily in northern regions. Buckwheat is considered a cereal, although it does not belong to the gramineous family.","","100810","100810","01192"
"TM","Trade: Detailed trade matrix","946","Buffaloes","Indian, Asiatic, pigmy, water buffalo (Bubalus bubalus; B. arnee; B. depressicornis); African buffalo (genus Syncerus); American bison (Bison bison); European bison (Bison bonasus); beeffalo (cross between a bison and a domesticated beef animal). See 866. Excludes wild bisons and buffaloes.","","010210, 010290","010231, 010239","02112"
"TM","Trade: Detailed trade matrix","21","Bulgur","Whole wheat grains that are boiled, dried and cracked, either between stones or in a hand mill. Very popular in the Near East.","","190430","190430","23140.02"
"TM","Trade: Detailed trade matrix","264","Butter of karite nuts","A very important vegetable oil in West Africa. Used as a substitute for cocoa butter and in cosmetics.","","151590","151590","21691.03"
"TM","Trade: Detailed trade matrix","886","Butter, cow milk","Emulsion of milk fat and water that is obtained by churning cream. Trade data cover butter from the milk of any animal.","","040510, 040520","040510, 040520","22241.01"
"TM","Trade: Detailed trade matrix","893","Buttermilk, curdled, acidified milk","Residue from butter making. Includes kephir.","","040390","040390","22230.03"
"TM","Trade: Detailed trade matrix","358","Cabbages and other brassicas","Chinese, mustard cabbage, pak-choi (Brassica chinensis); white, red, savoy cabbage, Brussels sprouts, collards, kale and kohlrabi (Brassica oleracea all var. except botrytis).","","070420, 070490","070420, 070490","01212"
